"year","age","sex","join_variable","rate","age_cohort","location","assumption"
2051,81,"male","2051_81",0.0449136874235115,47,"South Australia","medium"
2052,82,"male","2052_82",0.0513985630860003,47,"South Australia","medium"
2053,83,"male","2053_83",0.0588374697244945,47,"South Australia","medium"
2054,84,"male","2054_84",0.0674226763174342,47,"South Australia","medium"
2055,85,"male","2055_85",0.0773022993580922,47,"South Australia","medium"
2056,86,"male","2056_86",0.0882084568402607,47,"South Australia","medium"
2057,87,"male","2057_87",0.0998866358225847,47,"South Australia","medium"
2058,88,"male","2058_88",0.11225086636258,47,"South Australia","medium"
2059,89,"male","2059_89",0.125223144754078,47,"South Australia","medium"
2060,90,"male","2060_90",0.138687519773893,47,"South Australia","medium"
2061,91,"male","2061_91",0.154165679939759,47,"South Australia","medium"
2062,92,"male","2062_92",0.171832757079782,47,"South Australia","medium"
2063,93,"male","2063_93",0.191487435410249,47,"South Australia","medium"
2064,94,"male","2064_94",0.212995220262395,47,"South Australia","medium"
2065,95,"male","2065_95",0.234255056068928,47,"South Australia","medium"
2066,96,"male","2066_96",0.254918056413395,47,"South Australia","medium"
2067,97,"male","2066_97",0.27868268865498,47,"South Australia","medium"
2068,98,"male","2066_98",0.305208093184388,47,"South Australia","medium"
2069,99,"male","2066_99",0.334969366496467,47,"South Australia","medium"
2070,100,"male","2066_100",0.365441832478936,47,"South Australia","medium"
2017,52,"male","2017_52",0.00374701128693468,52,"South Australia","medium"
2018,53,"male","2018_53",0.00404818284656934,52,"South Australia","medium"
2019,54,"male","2019_54",0.00438962030155794,52,"South Australia","medium"
2020,55,"male","2020_55",0.00474122185021773,52,"South Australia","medium"
2021,56,"male","2021_56",0.00509294706600938,52,"South Australia","medium"
2022,57,"male","2022_57",0.00548501523057327,52,"South Australia","medium"
2023,58,"male","2023_58",0.00587723717287616,52,"South Australia","medium"
2024,59,"male","2024_59",0.00628973900228527,52,"South Australia","medium"
2025,60,"male","2025_60",0.00671247835957528,52,"South Australia","medium"
2026,61,"male","2026_61",0.00712532494258863,52,"South Australia","medium"
2027,62,"male","2027_62",0.00754841775732962,52,"South Australia","medium"
2028,63,"male","2028_63",0.00799184992955247,52,"South Australia","medium"
2029,64,"male","2029_64",0.00847581848104375,52,"South Australia","medium"
2030,65,"male","2030_65",0.00901047265828191,52,"South Australia","medium"
2031,66,"male","2031_66",0.00960599014523503,52,"South Australia","medium"
2032,67,"male","2032_67",0.0103129966084439,52,"South Australia","medium"
2033,68,"male","2033_68",0.0111418404188445,52,"South Australia","medium"
2034,69,"male","2034_69",0.0120827027429814,52,"South Australia","medium"
2035,70,"male","2035_70",0.0131358993931406,52,"South Australia","medium"
2036,71,"male","2036_71",0.0143525062244005,52,"South Australia","medium"
2037,72,"male","2037_72",0.0157839131558085,52,"South Australia","medium"
2038,73,"male","2038_73",0.0174513936137559,52,"South Australia","medium"
2039,74,"male","2039_74",0.0193969096107316,52,"South Australia","medium"
2040,75,"male","2040_75",0.0216527376954527,52,"South Australia","medium"
2041,76,"male","2041_76",0.0242619553365202,52,"South Australia","medium"
2042,77,"male","2042_77",0.0272684271541938,52,"South Australia","medium"
2043,78,"male","2043_78",0.0307891588198805,52,"South Australia","medium"
2044,79,"male","2044_79",0.0349641850360952,52,"South Australia","medium"
2045,80,"male","2045_80",0.0399161549168571,52,"South Australia","medium"
2046,81,"male","2046_81",0.0456984484517478,52,"South Australia","medium"
2047,82,"male","2047_82",0.0522937947211341,52,"South Australia","medium"
2048,83,"male","2048_83",0.0598561671533656,52,"South Australia","medium"
2049,84,"male","2049_84",0.0685893814714257,52,"South Australia","medium"
2050,85,"male","2050_85",0.0786428545918776,52,"South Australia","medium"
2051,86,"male","2051_86",0.0897387291993961,52,"South Australia","medium"
2052,87,"male","2052_87",0.101611994594254,52,"South Australia","medium"
2053,88,"male","2053_88",0.114199464325031,52,"South Australia","medium"
2054,89,"male","2054_89",0.127401646534707,52,"South Australia","medium"
2055,90,"male","2055_90",0.141091325613625,52,"South Australia","medium"
2056,91,"male","2056_91",0.156840962060147,52,"South Australia","medium"
2057,92,"male","2057_92",0.174829691035659,52,"South Australia","medium"
2058,93,"male","2058_93",0.194823379936923,52,"South Australia","medium"
2059,94,"male","2059_94",0.216714263549306,52,"South Australia","medium"
2060,95,"male","2060_95",0.238346025557407,52,"South Australia","medium"
2061,96,"male","2061_96",0.259366761471734,52,"South Australia","medium"
2062,97,"male","2062_97",0.282588400586034,52,"South Australia","medium"
2063,98,"male","2063_98",0.308415532838693,52,"South Australia","medium"
2064,99,"male","2064_99",0.337320596376609,52,"South Australia","medium"
2065,100,"male","2065_100",0.366725279792234,52,"South Australia","medium"
2017,57,"male","2017_57",0.00561573878563575,57,"South Australia","medium"
2018,58,"male","2018_58",0.0060281327383418,57,"South Australia","medium"
2019,59,"male","2019_59",0.00647089113031171,57,"South Australia","medium"
2020,60,"male","2020_60",0.0069440542344316,57,"South Australia","medium"
2021,61,"male","2021_61",0.00735699645356901,57,"South Australia","medium"
2022,62,"male","2022_62",0.00780034373273389,57,"South Australia","medium"
2023,63,"male","2023_63",0.00826405341846232,57,"South Australia","medium"
2024,64,"male","2024_64",0.00875824167389954,57,"South Australia","medium"
2025,65,"male","2025_65",0.00929304691159264,57,"South Australia","medium"
2026,66,"male","2026_66",0.00988873275037013,57,"South Australia","medium"
2027,67,"male","2027_67",0.0106161524631893,57,"South Australia","medium"
2028,68,"male","2028_68",0.0114654781092781,57,"South Australia","medium"
2029,69,"male","2029_69",0.0124268950081275,57,"South Australia","medium"
2030,70,"male","2030_70",0.0135007260538548,57,"South Australia","medium"
2031,71,"male","2031_71",0.0147177770869498,57,"South Australia","medium"
2032,72,"male","2032_72",0.0161598701995242,57,"South Australia","medium"
2033,73,"male","2033_73",0.0178483381637794,57,"South Australia","medium"
2034,74,"male","2034_74",0.0198048272985997,57,"South Australia","medium"
2035,75,"male","2035_75",0.0220615768025191,57,"South Australia","medium"
2036,76,"male","2036_76",0.0246821126454961,57,"South Australia","medium"
2037,77,"male","2037_77",0.0277412549817247,57,"South Australia","medium"
2038,78,"male","2038_78",0.0313152438824305,57,"South Australia","medium"
2039,79,"male","2039_79",0.0355650034102057,57,"South Australia","medium"
2040,80,"male","2040_80",0.0406136828852971,57,"South Australia","medium"
2041,81,"male","2041_81",0.0464838258135619,57,"South Australia","medium"
2042,82,"male","2042_82",0.053200374867981,57,"South Australia","medium"
2043,83,"male","2043_83",0.0608865311116801,57,"South Australia","medium"
2044,84,"male","2044_84",0.0697788946079166,57,"South Australia","medium"
2045,85,"male","2045_85",0.0800068749822017,57,"South Australia","medium"
2046,86,"male","2046_86",0.0912932584463909,57,"South Australia","medium"
2047,87,"male","2047_87",0.103373601989881,57,"South Australia","medium"
2048,88,"male","2048_88",0.116174330316967,57,"South Australia","medium"
2049,89,"male","2049_89",0.129607671923045,57,"South Australia","medium"
2050,90,"male","2050_90",0.143535553497929,57,"South Australia","medium"
2051,91,"male","2051_91",0.159570339687985,57,"South Australia","medium"
2052,92,"male","2052_92",0.177859526474065,57,"South Australia","medium"
2053,93,"male","2053_93",0.19821925824676,57,"South Australia","medium"
2054,94,"male","2054_94",0.220497056373304,57,"South Australia","medium"
2055,95,"male","2055_95",0.242504776042838,57,"South Australia","medium"
2056,96,"male","2056_96",0.263913463857421,57,"South Australia","medium"
2057,97,"male","2057_97",0.287535416539618,57,"South Australia","medium"
2058,98,"male","2058_98",0.313834416598714,57,"South Australia","medium"
2059,99,"male","2059_99",0.343265257028815,57,"South Australia","medium"
2060,100,"male","2060_100",0.373210912578832,57,"South Australia","medium"
2017,62,"male","2017_62",0.00817331068916131,62,"South Australia","medium"
2018,63,"male","2018_63",0.00868762839756559,62,"South Australia","medium"
2019,64,"male","2019_64",0.00923248856360592,62,"South Australia","medium"
2020,65,"male","2020_65",0.00980794099108566,62,"South Australia","medium"
2021,66,"male","2021_66",0.0103736204275609,62,"South Australia","medium"
2022,67,"male","2022_67",0.0111216165405107,62,"South Australia","medium"
2023,68,"male","2023_68",0.0119916128523782,62,"South Australia","medium"
2024,69,"male","2024_69",0.0129636663918587,62,"South Australia","medium"
2025,70,"male","2025_70",0.0140482157260591,62,"South Australia","medium"
2026,71,"male","2026_71",0.0152557798914507,62,"South Australia","medium"
2027,72,"male","2027_72",0.016739324004298,62,"South Australia","medium"
2028,73,"male","2028_73",0.0184389575166034,62,"South Australia","medium"
2029,74,"male","2029_74",0.0204068097776626,62,"South Australia","medium"
2030,75,"male","2030_75",0.0226751490392184,62,"South Australia","medium"
2031,76,"male","2031_76",0.0252972953741621,62,"South Australia","medium"
2032,77,"male","2032_77",0.0283788986016964,62,"South Australia","medium"
2033,78,"male","2033_78",0.031975820879151,62,"South Australia","medium"
2034,79,"male","2034_79",0.036249132675121,62,"South Australia","medium"
2035,80,"male","2035_80",0.0413429635343824,62,"South Australia","medium"
2036,81,"male","2036_81",0.0472907887946974,62,"South Australia","medium"
2037,82,"male","2037_82",0.0541183336876042,62,"South Australia","medium"
2038,83,"male","2038_83",0.0619392355425291,62,"South Australia","medium"
2039,84,"male","2039_84",0.0709912955782847,62,"South Australia","medium"
2040,85,"male","2040_85",0.081394454204695,62,"South Australia","medium"
2041,86,"male","2041_86",0.0928721542054661,62,"South Australia","medium"
2042,87,"male","2042_87",0.105171644606197,62,"South Australia","medium"
2043,88,"male","2043_88",0.118198121792715,62,"South Australia","medium"
